,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type
5848,2916,0x9c4545d0f01cd7873539c2490c6f4a00eba19fd9,0,0.0,0.0,11613.37,1,1,0,1,1,5.385.800.000.000.000,5.385.800.000.000.000,5.385.800.000.000.000,538.139,538.139,538.139,0.0,0.0,0.0,2,538.139,5.385.800.000.000.000,0.0,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5849,2917,0x9c57b2ff646da8bfcf38237c483f4e745290e44d,0,110.51,0.21,331.93,3,2,0,2,3,4.201.145,96.798.855,50.5,0.01,8.626.759,33.666.165,0.0,0.0,0.0,5,1.009.984.936,101.0,0.0,1.506.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5850,2918,0x9c59f59ae83e1bab4a3ff84a545bdea0774b034d,0,19.79,0.0,59.38,3,1,0,1,3,101.0,101.0,101.0,8.973.336.999.999.990,62.746.304,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5851,2919,0x9c6096655efc5e6b13f64a9a4ae7f1f4cc6542ae,0,0.0,2081.68,228984.53,0,110,1,3,0,0.0,5.875,288.181,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0,3.169.988.104,0.0,3.169.988.104,2.0,933.530.493,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,340.717,5.928.140.000.000.000,466.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5852,2920,0x9c67e141c0472115aa1b98bd0088418be68fd249,0,32.07,5.23,85729.47,1247,8753,0,1554,721,2.5e-05,1000.0,1.205.974,"5,00E-06",557.999,79.740.600.000.000.000,0.0,0.0,0.0,10000,9.943.652.855,1.055.589.269,0.0,6.122.398.303,20.0,1.004.133.095,2.442.174.303,0.0,1.0,18.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1000000.0,5.284.911.025,24.421.743,24.421.743,24.421.743,0.0,0.0,0.0,1.0,19.0,OmiseGO,
5853,2921,0x9c720ec7ad15e282d817907f14e7ca4248939b79,0,0.0,6418.42,218226.4,0,34,1,9,0,0.0,131.0,10.952.561,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,3.723.870.897,0.0,3.723.870.897,2.0,6.016.638.145,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.663.814,600.0,300.831.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5854,2922,0x9c794574660e08b070108269ac037095c86ec509,0,0.0,2241.92,291450.22,0,130,1,6,0,0.0,1.099.375,744.739,0.0,0.0,0.0,0.0,0.0,0.0,131,0.0,9.681.606.738,0.0,9.681.606.738,2.0,2.070.341.116,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,565.982,150.436,10.351.709.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5855,2923,0x9c7ccecd992d43c6215c3e87424687c447d8beb5,0,162.26,0.36,325.95,2,4,0,4,2,19.325.958,29.999.496,25.25,2.551.552,98.447.464,50.499.508,0.0,0.0,0.0,6,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5856,2924,0x9c7e751c47ffd0084563e12e55fddcc60adfbdcc,0,0.0,0.0,12.07,1,1,0,1,1,4.177.405,4.177.405,4.177.405,4.176.901,4.176.901,4.176.901,0.0,0.0,0.0,2,417.690.078,417.740.478,0.0,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5857,2925,0x9c7f127daf7a7e8cf7952bf71d10ee1b7b36031f,0,11.47,3607.1,546301.77,142,151,0,3,2,472.491,1.976.072,1.051.654,472.071,10.310.646,1.117.888,0.0,0.0,0.0,293,1.587.401.606,1.587.998.006,0.0,59.640.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5858,2926,0x9c93d2e2a54276d5cbbdced8eaa9397473ee4ff4,0,1772.99,2364.89,981222.9,308,184,0,59,101,447,207.735.076,34.108.099,0.0,300.0,20.675.935,0.0,0.0,0.0,492,6.368.188,627.589.026,0.0,-9.229.774.014,354.0,10157407.02,8302866.87,0.0,60.0,82.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,2400000.0,4.791.229.728,0.0,2399999.0,5.847.089.345,0.0,0.0,0.0,23.0,66.0,BNB,EOS
5859,2927,0x9cab84642a539d1cad5f99e6a9cb7c9fa2e66e64,0,0.0,0.0,3.7,1,2,0,2,1,3.325,7.132,5.229,9.837,9.837,9.837,0.0,0.0,0.0,3,9.837,10.457,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5860,2928,0x9cacaf55e44afbb93bde33a93fcb77339990ca02,0,158.47,0.0,316.95,2,1,0,1,2,101.0,101.0,101.0,999.016,100.0,50.499.508,0.0,0.0,0.0,3,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5861,2929,0x9cad9bafa6c8780041d38ce63be912747ab09394,0,14.92,0.0,59.67,4,1,0,1,3,101.0,101.0,101.0,314.367,85.608.012,25.249.475,0.0,0.0,0.0,5,1.009.979,101.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5862,2930,0x9cb2cda5ccc6d625f39a18124bb4eefad9cb8ba0,0,105.7,0.84,318.78,3,2,0,2,2,27.714.501,73.285.499,50.5,0.1,95.898.512,3.366.617.100.000.000,0.0,0.0,0.0,5,1.009.985.118,101.0,0.0,1.488.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5863,2931,0x9cb5f5c5373b2ac6fca18454a754ed118f211fb4,0,0.0,0.0,1.57,1,1,0,1,1,2.879.014,2.879.014,2.879.014,2.878.104,2.878.104,2.878.104,0.0,0.0,0.0,2,287.810.427,287.901.427,0.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5864,2932,0x9cb87c779f6403b28c03eebf09ab37e4e1381b76,0,17.98,0.0,53.93,3,1,0,1,3,101.0,101.0,101.0,199.951,79.453.284,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5865,2933,0x9ccfe048f13f5f6d613dac236001c54eaba5f5ea,0,11445.85,5723.73,423547.67,5,64,0,4,3,149,10.632.620.000.000.000,207.776,19.099,9.57,3.946.792,0.0,0.0,0.0,69,1.973.396,1.329.764.712,0.0,-643.631.288,9.0,2.744.990.363,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1500.0,304.998.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,None,Livepeer Token
5866,2934,0x9cd2c7ee834026275995c5749a5e7076843b5ce6,0,0.0,37796.25,226777.48,0,6,1,3,0,0.0,12.0,30.533.330.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,18.32,0.0,18.32,2.0,909.108.039,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,376.631,5.324.770.000.000.000,454.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5867,2935,0x9cd7a679f8c27343b5167e6438459aca39deec18,0,7.33,6863.87,405393.55,58,59,0,2,1,34.468,61.652,14.513,47.395,614.762,146.143,0.0,0.0,0.0,117,847.629.198,8.562.672.448.999.990,0.0,86.380.469,1.0,"1,00E-12",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,www.pnztrust.com
5868,2936,0x9cdc3d2fe9b14957c67357fd1456d1b4ade797dc,0,997.95,3473.02,86865.03,7,23,0,2,1,159.386,300.922,252.141,200.549,1.419.337,804.615,0.0,0.0,0.0,30,5.632.303.295,5.799.236.119,0.0,166.932.823,5.0,4.823.906.517,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,42.980.815,9.647.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,None,Livepeer Token
5869,2937,0x9cf67bbf9be023178706d2ec0cde674c5de191e0,0,476.53,102.85,5653.27,11,4,0,4,6,0.2,21.524.932,9.169.588,0.1,13.751.404.999.999.900,3.333.855,0.0,0.0,0.0,15,36.672.405,366.783.525,0.0,59.475.000.000.000.000,3.0,2.143.000.001,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,213.3,7.143.333.299.999.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,BAT
5870,2938,0x9cfc6c11fc7da3c914938d0f906dbabe7ed743de,0,163.68,0.48,328.82,2,3,0,3,2,183.974,90.998.488,33.666.667,02.07,98.928.974,50.499.487,0.0,0.0,0.0,5,1.009.989.738,101.0,0.0,1.026.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5871,2939,0x9d00ace88e5b233d1df817abeb9e26159ae5548c,0,20.8,0.0,62.4,3,1,0,1,3,101.0,101.0,101.0,1.0,95.788.691,33.665.988,0.0,0.0,0.0,4,1.009.979.647,101.0,0.0,2.035.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5872,2940,0x9d03e21c12a3947736b0f1f8969c4b8605df89b8,0,6887.65,3437.19,1019253.2,139,18,0,1,9,1,0.01,8.944,0.0,0.0,0.0,0.0,0.0,0.0,157,0.0,161,0.0,161,148.0,3.105.501.001,3.100.000.001.000.000,0.0,4.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.527.505,0.0,2000.0,2.421.875,0.0,0.0,0.0,9.0,9.0,minereum,timereum
5873,2941,0x9d07e3bec558281c22cf3bb99e08bdd37f175d38,0,550.07,754.3,808513.65,30,1050,0,12,19,13.746,20.0,434.199,0.0,39.0,7.020.333,0.0,0.0,0.0,1080,210.61,4.559.093.610.000.000,0.0,245.299.361,55.0,2.569.861.825,1.102.979.976,0.0,6.0,36.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,110.216.987,5.353.878.802,1.0,74627.0,157.568.568,0.0,0.0,0.0,6.0,44.0,UG Token,UG Token
5874,2942,0x9d08f7a21608916219f0b4c31d092f82f5266ef4,0,11.03,20845.88,250283.0,12,12,0,10,1,17.931.259.999.999.900,1.161.413,4.734.298,17.922.060.000.000.000,11.613.595,4.733.583,0.0,0.0,0.0,24,5.680.299.512,5.681.157.311,0.0,857.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5875,2943,0x9d1468191245cb2c5beb19141f6c7f72f96963e2,0,149980.77,1033.87,304097.03,2,4,0,2,1,5.809.849,24.99,20.172.462,8.967.000.000.000.000,80.68,40.344.484,0.0,0.0,0.0,6,8.068.896.722,8.068.984.922,0.0,8.820.000.000.000.000,2.0,6.060.780.676,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.078.068,600.0,303.039.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5876,2944,0x9d1b0d1c15cb069a8435be19c64962c10b695316,0,0.0,2067.14,291466.8,0,141,1,5,0,0.0,1.003.857,461.002,0.0,0.0,0.0,0.0,0.0,0.0,142,0.0,6.500.131.809.999.990,0.0,6.500.131.809.999.990,2.0,1.780.271.219,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,53.133,1.248.942,890.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5877,2945,0x9d1cdf5fa27237c26363b81f154205af4e3b5f1c,0,1648.23,66539.98,954634.85,14,14,0,9,2,40.001,0.6,94.797,39.791,59.916,94.274,0.0,0.0,0.0,28,131.983.893,132.715.743,0.0,73.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5878,2946,0x9d1d3221c940f2a3d20a4c677b3d7d6bb8f85903,0,1651.78,745.44,270291.72,151,28,0,9,28,"5,00E-05",51.0,57.396.699.999.999.900,0.0,46.8,1.063.208,0.0,0.0,0.0,179,1.605.444.661,1.607.107.708,0.0,16.630.466,154.0,1.260.649.385,1.251.756.385,0.0,17.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.322.694.506,1.680.865.847,0.0,3.457.292.079,1.584.501.753,0.0,0.0,0.0,17.0,19.0,MobileGo,Hiveterminal Token
5879,2947,0x9d2cbba0655725d30deda541ddbd6cab0f7b291e,0,22.14,703.98,617637.35,838,851,0,5,3,30.691.000.000.000.000,7.956.998,850.302,30.271,20.049.646,863.072,0.0,0.0,0.0,1689,7.232.547.078,7.236.066.889,0.0,351.981.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5880,2948,0x9d2eb55162bc5b4a74deb110f36d25c2ebe40ba3,0,161.34,1.78,326.25,2,2,0,2,2,8.286.447,92.713.553,50.5,87.891,100.911.125,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5881,2949,0x9d4341d6c8759d53ccca04d9e2c07de19f7381e5,0,0.68,13393.26,26787.88,2,2,0,1,2,1.441,5.984.000.000.000.000,3.712,601,5.144,2.872,0.0,0.0,0.0,4,5.744.593,7.424.593,0.0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5882,2950,0x9d4a30631b22c13b66d64cde730acb5c62923656,0,163.56,0.0,327.12,2,1,0,1,2,101.0,101.0,101.0,0.02,100.979.016,50.499.508,0.0,0.0,0.0,3,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5883,2951,0x9d4a5c2a03eb15fecdd6e1d882325af6269e33ad,0,0.0,0.0,380.8,1,1,0,1,1,6.317.137.000.000.000,6.317.137.000.000.000,6.317.137.000.000.000,6.316.517,6.316.517,6.316.517,0.0,0.0,0.0,2,631.651.717,631.713.717,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5884,2952,0x9d50d35df3dd4a443504b4713b5f504297e60c22,0,0.0,0.0,88.55,1,1,0,1,1,2.009,2.009,2.009,2.008.244,2.008.244,2.008.244,0.0,0.0,0.0,2,2.008.244,2.009,0.0,7.559.999.999.999.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5885,2953,0x9d5ce0258f008b042d6ddcc1913088d429811f42,0,7.65,13578.09,27171.48,2,2,0,1,2,3.328.172,3.655.601,3.491.887,3.327.731,365.513,3.491.431,0.0,0.0,0.0,4,6.982.861.244,698.377.388,0.0,912.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5886,2954,0x9d61926470780e38e40283a6a130def20ced2406,0,159.23,2.22,322.9,2,2,0,2,2,3.624.461,97.375.539,50.5,49.998.974,51.0,50.499.487,0.0,0.0,0.0,4,1.009.989.738,101.0,0.0,1.026.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5887,2955,0x9d61d8affb48d532e9ce1503a0469750b6975661,0,2005.74,12113.39,406422.93,106,16,0,4,10,397,13.0,1.631.744,0.0,20.742,469.514,0.0,0.0,0.0,122,4.976.852.568,2.610.789.713,0.0,-2.366.062.855,38.0,480.257.967,4.270.482,0.0,3.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4134.0,22.869.427,0.0,4130.0,25.120.482.400.000.000,0.0,0.0,0.0,6.0,9.0,Veritaseum,Veritaseum
5888,2956,0x9d641ef98d2c1be5a5df6551d5f1650aa92edf99,0,0.0,0.0,43.98,1,1,0,1,1,3.061.761,3.061.761,3.061.761,3.061.257,3.061.257,3.061.257,0.0,0.0,0.0,2,306.125.684,306.176.084,0.0,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5889,2957,0x9d6588b263ef40fb4f41bf5548a8e792b79e6676,0,24.26,37024.26,296315.42,5,8,0,4,1,10.0,300.0,7.267.255.300.000.000,18.385.529,299.995.513,116.273.909,0.0,0.0,0.0,13,5.813.695.437.000.000,5.813.804.206,0.0,10.876.899.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5890,2958,0x9d6dbcb5abfb9a98dbc1f0b59932f213b5c64224,0,502.49,948.95,598943.47,412,413,0,3,1,166.246,7.868.936,1.165.283,162.889,78.655.789.999.999.900,1.172.384,0.0,0.0,0.0,825,4.830.222.572,4.812.618.169,0.0,-1.760.440.359,1.0,2.272.219.989,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,227.222,227.222,227.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Livepeer Token
5891,2959,0x9d6dc44210b3b2e4ac618c5ac4e02ff412ed3e48,0,5289.85,5578.06,747782.5,115,25,0,17,42,0.1,59.0,5.311.242,0.0,20.0,13.127.209.999.999.900,0.0,0.0,0.0,140,1.509.629,1.327.810.562,0.0,-181.818.438,72.0,1.564.718.588,1.134.741.679,0.0,15.0,24.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,67.544.224,355.617.861,0.0,24544.0,4.052.648.855,0.0,0.0,0.0,16.0,29.0,DNA,Golem
5892,2960,0x9d7c60dbdb848b95b9c1038ba63a07e8a9c4e6ef,0,0.0,6265.28,338325.37,0,54,1,6,0,0.0,1.007.072,684.021,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,3.693.714.834,0.0,3.693.714.834,3.0,17.701.714.569.999.900,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,31.786,1.0,5.900.569.999.999.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,OmiseGO
5893,2961,0x9d7f97bedd237d997a3b861a792afbb26407db0a,0,37.19,7231.81,145380.03,20,20,0,1,1,1.5723,257.765,419.188,1.568.943,25.773.143,4.187.941,0.0,0.0,0.0,40,8.375.881.509.999.990,838.376,0.0,7.878.489.999.999.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5894,2962,0x9d8be5a612604715ab30a9914c20527b0410198a,0,0.0,1578.7,192601.4,0,122,1,3,0,0.0,988.395,350.444,0.0,0.0,0.0,0.0,0.0,0.0,123,0.0,4.275.411.528,0.0,4.275.411.528,2.0,1.543.309.747,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,655.618,887.692,771.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5895,2963,0x9d8cfcfdc790b31ce772070569104b36a46c202c,0,4641.35,7866.45,173931.38,29,5,0,4,11,0.0,1.368.505,401.257,0.0,0.8,135.759,0.0,0.0,0.0,34,3.937,2.006.285,0.0,-1.930.715,10.0,1.000.090.565,3.480.249.371,0.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,968.831.106,16.668.176.100.000.000,249.371,2500.0,8.700.623.429.999.990,0.0,0.0,0.0,4.0,6.0,BAT,Ether Token
5896,2964,0x9d9073a5f653a583b643ea8b185796fff268bc12,0,42095.76,54071.5,625267.9,11,3,0,3,10,25,23.185.300.000.000.000,156.611,0.0,439.528,7.950.299.999.999.990,0.0,0.0,0.0,14,87.452.786,46.983.186,0.0,-404.696,36.0,51.162.056.189.999.900,7.054.486,0.0,4.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,24.972.960.000.000.000,189.489.097,0.0,2500.0,783.831.778,0.0,0.0,0.0,8.0,16.0,Ethos,Storj
5897,2965,0x9dadb4060e179e62dda9ce44b0a690cc777d214b,0,0.0,96.88,758527.15,1,3,0,1,1,5,973.591,327.864,983.355,983.355,983.355,0.0,0.0,0.0,4,98.335.497,98.359.122,0.0,23.625,5.0,2.208.699.722,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,199.052.537,44.173.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,None,Livepeer Token
5898,2966,0x9db282cb8e2d20107c4928698fd397f6ea408414,0,21767.65,22318.13,547494.18,19,6,0,5,14,362.768,4.534.839,2.449.456,0.0,6.0,7.343.810.000.000.000,0.0,0.0,0.0,25,1.395.323.967,1.469.673.663,0.0,7.434.969.579.999.990,21.0,1.766.242.844,3260.1,0.0,2.0,14.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8888.0,981.246.025,0.1,3200.0,1086.7,0.0,0.0,0.0,1.0,17.0,Golem,Golem
5899,2967,0x9db8ac2f847b0e1eb7b1bd8fa2e1f09c91817fcb,0,82.03,424.0,97841.72,190,194,0,1,2,50.029,235.424,56.673,49.609,29.525,57.446,0.0,0.0,0.0,384,1.091.481.508,1.099.463.608,0.0,79.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5900,2968,0x9dc3ba46e3dd9454b871567cfc93d15f2a30c314,0,0.0,0.0,332.75,1,1,0,1,1,44.051.550.000.000.000,44.051.550.000.000.000,44.051.550.000.000.000,4.404.535,4.404.535,4.404.535,0.0,0.0,0.0,2,440.453.469,440.515.469,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5901,2969,0x9dc7dd8f1e1e0a0650012a6bef65b79ae832aaff,0,0.0,0.0,1.85,1,1,0,1,1,9.999.528,9.999.528,9.999.528,9.999.057,9.999.057,9.999.057,0.0,0.0,0.0,2,9.999.056.734,999.952.837,0.0,471.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5902,2970,0x9dcb7a050d5be546c17d03dd1cc0aea88c858fcd,0,11.31,642.38,1622882.48,2463,2483,0,8,3,0.07,26.322.885,2.013.288,5.893.609.999.999.990,26.314.028.000.000.000,2.028.921,0.0,0.0,0.0,4946,4.997.233.287,49.989.932.979.999.900,0.0,176.001.129,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,1.0,0.0,blockwell.ai KYC Casper Token,None
5903,2971,0x9dd377a5d39046788e28e001df745568c5dd38b6,0,14.93,3172.95,12751.52,4,4,0,2,1,183.099,7.452.306,3.063.672,179.742,7.437.305.999.999.990,3.057.405,0.0,0.0,0.0,8,1.222.961.855,1.225.468.985,0.0,250.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5904,2972,0x9ddb6950d8f6588a5d0c65e7e65b384754cfb9eb,0,20.99,701.49,521633.9,722,722,0,3,1,197.314,999,235.021,193.957,995.643,232.724,0.0,0.0,0.0,1444,16.802.704.219.999.900,16.968.535.769.999.900,0.0,1.658.315.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
